Gene stable ID,Gene name,Gene description,Gene start (bp),Gene end (bp),Gene % GC content
ENSG00000121766,ZCCHC17,zinc finger CCHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:30246],31296982,31364953,41.86
ENSG00000229044,AL451070.1,novel transcript,31333067,31346799,40.79
ENSG00000121769,FABP3,fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557],31365625,31376850,50.62
ENSG00000168528,SERINC2,serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231],31409565,31434680,52.80
ENSG00000215899,AC209007.1,eukaryotic translation elongation factor 1 alpha 1 (EEF1A1)  pseudogene,31487589,31488930,46.72
ENSG00000206981,RNU6-40P,RNA, U6 small nuclear 40, pseudogene [Source:HGNC Symbol;Acc:HGNC:34248],31497577,31497683,45.79
ENSG00000260386,LINC01225,LINC01225 pseudogene [Source:HGNC Symbol;Acc:HGNC:49677],31500085,31509648,53.58
ENSG00000265961,RF00019,,31503631,31503744,42.11
ENSG00000284543,LINC01226,long intergenic non-protein coding RNA 1226 [Source:HGNC Symbol;Acc:HGNC:49678],31506226,31583306,46.24
ENSG00000229167,AC114488.1,novel transcript,31571585,31575573,53.17
ENSG00000142910,TINAGL1,tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168],31576485,31587686,55.48
ENSG00000121764,HCRTR1,hypocretin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4848],31617686,31632518,54.70
ENSG00000162517,PEF1,penta-EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30009],31629862,31644896,48.36
ENSG00000235790,AC114488.2,novel transcript, antisense to COL16A1,31644049,31660162,50.48
ENSG00000264078,AC114488.3,novel transcript, antisense to PEF1,31644694,31649371,47.78
ENSG00000084636,COL16A1,collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193],31652247,31704319,56.00
ENSG00000121753,ADGRB2,adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944],31727117,31764893,58.75
ENSG00000266580,MIR4254,microRNA 4254 [Source:HGNC Symbol;Acc:HGNC:38193],31758660,31758735,65.79
ENSG00000254545,AL354919.2,novel transcript,31789130,31791322,57.68
ENSG00000134668,SPOCD1,SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338],31790422,31816051,49.30
ENSG00000203620,AL354919.1,novel transcript,31842019,31855568,46.60
ENSG00000269967,AL136115.2,novel transcript,31851913,31921841,43.00
ENSG00000184007,PTP4A2,protein tyrosine phosphatase type IVA, member 2 [Source:HGNC Symbol;Acc:HGNC:9635],31906421,31944856,41.84
ENSG00000228634,AL136115.1,novel transcript,31933020,31933975,43.51
ENSG00000284702,AL136115.3,novel transcript,31972189,31987034,46.73
ENSG00000121774,KHDRBS1,KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116],32013829,32060850,43.63
ENSG00000203325,AL445248.1,novel transcript,32052291,32073474,47.71
ENSG00000121775,TMEM39B,transmembrane protein 39B [Source:HGNC Symbol;Acc:HGNC:25510],32072031,32102866,48.85
ENSG00000266203,MIR5585,microRNA 5585 [Source:HGNC Symbol;Acc:HGNC:43452],32086949,32087007,50.85
ENSG00000276493,RF00017,,32087523,32087813,51.89
ENSG00000025800,KPNA6,karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399],32108038,32176568,44.21
ENSG00000250135,AL049795.2,novel transcript,32170733,32176568,46.95
ENSG00000084652,TXLNA,taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685],32179686,32198285,50.30
ENSG00000160050,CCDC28B,coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163],32200386,32205387,54.62
ENSG00000224066,AL049795.1,novel transcript,32204769,32206814,59.24
ENSG00000160051,IQCC,IQ motif containing C [Source:HGNC Symbol;Acc:HGNC:25545],32205661,32208687,55.40
ENSG00000222046,DCDC2B,doublecortin domain containing 2B [Source:HGNC Symbol;Acc:HGNC:32576],32209094,32216196,53.13
ENSG00000160055,TMEM234,transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837],32214472,32222359,51.46
ENSG00000084623,EIF3I,eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272],32221928,32231604,50.50
ENSG00000220785,MTMR9LP,myotubularin related protein 9-like, pseudogene [Source:HGNC Symbol;Acc:HGNC:27920],32231658,32241620,52.54
ENSG00000183615,FAM167B,family with sequence similarity 167 member B [Source:HGNC Symbol;Acc:HGNC:28133],32247233,32248856,60.28
ENSG00000182866,LCK,LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524],32251239,32286165,49.59
ENSG00000277617,RF00017,,32269338,32269597,53.08
ENSG00000252450,RF00019,,32286452,32286561,39.09
ENSG00000116478,HDAC1,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852],32292086,32333635,46.79
ENSG00000175130,MARCKSL1,MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142],32333832,32336379,64.21
ENSG00000233775,AL109945.1,novel transcript,32349194,32350663,52.99
ENSG00000162526,TSSK3,testis specific serine kinase 3 [Source:HGNC Symbol;Acc:HGNC:15473],32351521,32364312,54.70
ENSG00000225828,FAM229A,family with sequence similarity 229 member A [Source:HGNC Symbol;Acc:HGNC:44652],32361270,32364278,61.28
ENSG00000160058,BSDC1,BSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25501],32365103,32394731,47.99
ENSG00000224333,GAPDHP20,glyceraldehyde 3 phosphate dehydrogenase pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:37772],32402109,32403115,49.16
ENSG00000270850,AL356986.1,golgi SNAP receptor complex member 2 (GOSR2) pseudogene,32421979,32422319,46.33
ENSG00000229259,LRRC37A12P,leucine rich repeat containing 37 member A12, pseudogene [Source:HGNC Symbol;Acc:HGNC:43816],32423214,32426789,51.06
ENSG00000263529,RN7SL122P,RNA, 7SL, cytoplasmic 122, pseudogene [Source:HGNC Symbol;Acc:HGNC:46138],32457835,32458135,52.82
ENSG00000254553,AL033529.1,novel transcript,32465057,32600792,44.62
ENSG00000273274,ZBTB8B,zinc finger and BTB domain containing 8B [Source:HGNC Symbol;Acc:HGNC:37057],32465069,32496686,45.13
ENSG00000160062,ZBTB8A,zinc finger and BTB domain containing 8A [Source:HGNC Symbol;Acc:HGNC:24172],32539427,32605939,43.45
ENSG00000176261,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand [Source:HGNC Symbol;Acc:HGNC:24094],32600172,32650903,44.37
ENSG00000200591,RF00019,,32639951,32640052,38.24
ENSG00000162521,RBBP4,RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887],32651142,32686211,42.94
ENSG00000162520,SYNC,syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897],32680360,32703596,48.09
ENSG00000224409,AC114489.1,novel transcript,32717734,32725237,52.79
ENSG00000162522,KIAA1522,KIAA1522 [Source:HGNC Symbol;Acc:HGNC:29301],32741885,32774970,54.38
ENSG00000134684,YARS,tyrosyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12840],32775237,32818153,46.35
ENSG00000116497,S100PBP,S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768],32816767,32858879,41.44
ENSG00000160097,FNDC5,fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240],32862268,32872482,54.01
ENSG00000121905,HPCA,hippocalcin [Source:HGNC Symbol;Acc:HGNC:5144],32885994,32898441,57.12
ENSG00000121900,TMEM54,transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143],32894594,32901438,57.33
ENSG00000116514,RNF19B,ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886],32936445,32964685,44.34
ENSG00000278966,AL031602.1,TEC,32973553,32974463,63.78
ENSG00000217644,AL355864.1,ribosomal protein L18a (RPL18A) pseudogene,32979947,32980472,54.37
ENSG00000239670,AL355864.2,ribosomal protein S2 (RPS2) pseudogene,32986952,32988233,53.67
ENSG00000236065,AL020995.1,novel transcript,32987075,33032469,46.18
ENSG00000004455,AK2,adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362],33007940,33080996,46.32
ENSG00000276645,RF00017,,33029232,33029576,49.86
ENSG00000142920,AZIN2,antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957],33081104,33120530,45.93
ENSG00000278997,AL662907.1,TEC,33141871,33143230,49.12
ENSG00000116525,TRIM62,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574],33145402,33182059,51.85
ENSG00000279179,AL662907.2,TEC,33162851,33166298,54.03
ENSG00000284721,AL662907.3,novel transcript,33194788,33200353,38.75
ENSG00000160094,ZNF362,zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079],33256545,33300719,50.56
ENSG00000270115,AL513327.3,novel transcript,33261212,33261680,48.19
ENSG00000184389,A3GALT2,alpha 1,3-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:30005],33306766,33321098,54.19
ENSG00000225313,AL513327.1,novel transcript,33307348,33349245,49.33
ENSG00000134686,PHC2,polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183],33323623,33431052,45.03
ENSG00000284154,MIR3605,microRNA 3605 [Source:HGNC Symbol;Acc:HGNC:38922],33332393,33332492,55.00
ENSG00000222112,RN7SKP16,RNA, 7SK small nuclear pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:45740],33336566,33336864,54.18
ENSG00000233246,AL513327.2,uncharacterized LOC101929464 [Source:NCBI gene;Acc:101929464],33350352,33363245,45.95
ENSG00000234512,TLR12P,toll like receptor 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:31754],33466249,33468954,56.32
ENSG00000121903,ZSCAN20,zinc finger and SCAN domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13093],33472645,33496507,43.31
ENSG00000235907,AC115285.1,proteasome (prosome, macropain) subunit, alpha type, 3 (PSMA3) pseudogene,33512008,33512743,39.40
ENSG00000121904,CSMD2,CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290],33513999,34165842,45.21
ENSG00000227000,HSPD1P14,heat shock protein family D (Hsp60) member 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35143],33838523,33840140,39.93
ENSG00000176256,HMGB4,high mobility group box 4 [Source:HGNC Symbol;Acc:HGNC:24954],33860475,33864791,45.45
ENSG00000231163,CSMD2-AS1,CSMD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40882],33868953,33885458,44.51
ENSG00000201148,RNA5SP42,RNA, 5S ribosomal pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:42818],34112949,34113063,49.57
ENSG00000142698,C1orf94,chromosome 1 open reading frame 94 [Source:HGNC Symbol;Acc:HGNC:28250],34166883,34219131,47.51
ENSG00000270241,AC115286.1,ferritin, heavy polypeptide 1 (FTH1) pseudogene,34276859,34277292,45.62
ENSG00000207941,MIR552,microRNA 552 [Source:HGNC Symbol;Acc:HGNC:32808],34669599,34669694,37.50
ENSG00000163866,SMIM12,small integral membrane protein 12 [Source:HGNC Symbol;Acc:HGNC:25154],34712737,34859816,47.95
ENSG00000189280,GJB5,gap junction protein beta 5 [Source:HGNC Symbol;Acc:HGNC:4287],34755047,34758512,54.15
ENSG00000189433,GJB4,gap junction protein beta 4 [Source:HGNC Symbol;Acc:HGNC:4286],34759741,34763724,56.12
ENSG00000255811,AL121988.1,novel transcript, antisense to GJB4 and GJB3,34761426,34788097,50.60
ENSG00000188910,GJB3,gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285],34781189,34786369,56.92
ENSG00000187513,GJA4,gap junction protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:4278],34792998,34795747,59.35
ENSG00000230163,AL122010.1,novel transcript,34850694,34851555,46.75
ENSG00000116544,DLGAP3,DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368],34865436,34929585,48.59
ENSG00000284773,AC114490.3,novel protein,34974356,34985313,50.52
ENSG00000241014,AC114490.1,uncharacterized LOC653160 [Source:NCBI gene;Acc:653160],34975699,34978706,55.59
ENSG00000271741,AC114490.2,novel transcript, ZMYM6-ZMYM6NB readthrough,34981533,35031741,39.80
ENSG00000243749,TMEM35B,transmembrane protein 35B [Source:HGNC Symbol;Acc:HGNC:40021],34981535,34985353,51.77
ENSG00000163867,ZMYM6,zinc finger MYM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:13050],34986165,35031968,38.80
ENSG00000197056,ZMYM1,zinc finger MYM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:26253],35032172,35115859,41.67
ENSG00000233940,RPL12P45,ribosomal protein L12 pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:51937],35053468,35059271,41.51
ENSG00000228348,EFCAB14P1,EF-hand calcium binding domain 14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44648],35122022,35122484,46.87
ENSG00000284640,AL590434.1,uncharacterized LOC105378644 [Source:NCBI gene;Acc:105378644],35141515,35146435,41.94
ENSG00000116560,SFPQ,splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774],35176378,35193148,41.83
ENSG00000201868,RF00019,,35195969,35196062,44.68
ENSG00000146463,ZMYM4,zinc finger MYM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:13055],35268967,35422058,38.64
ENSG00000240374,RN7SL503P,RNA, 7SL, cytoplasmic 503, pseudogene [Source:HGNC Symbol;Acc:HGNC:46519],35292196,35292498,53.47
ENSG00000201542,RF00091,,35310274,35310425,36.18
ENSG00000229994,RPL5P4,ribosomal protein L5 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36095],35350722,35351607,42.78
ENSG00000227409,ZMYM4-AS1,ZMYM4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40624],35358822,35366077,35.74
ENSG00000278702,RF00017,,35399997,35400319,48.30
ENSG00000142687,KIAA0319L,KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071],35433490,35557950,41.89
ENSG00000236274,AC004865.1,zinc finger protein pseudogene,35509742,35511438,40.95
ENSG00000020129,NCDN,neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597],35557473,35567274,57.71
ENSG00000239636,AC004865.2,uncharacterized LOC105378645 [Source:NCBI gene;Acc:105378645],35569813,35577729,57.16
ENSG00000116819,TFAP2E,transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774],35573370,35595328,52.53
ENSG00000126067,PSMB2,proteasome subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9539],35599544,35641844,41.10
ENSG00000142686,C1orf216,chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800],35713875,35719472,53.73
ENSG00000092853,CLSPN,claspin [Source:HGNC Symbol;Acc:HGNC:19715],35720218,35769967,42.79
ENSG00000232335,AL354864.1,novel transcript,35739389,35743576,41.69
ENSG00000134698,AGO4,argonaute 4, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:18424],35808172,35857890,41.53
ENSG00000092847,AGO1,argonaute 1, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:3262],35869808,35930528,44.84
ENSG00000271164,AL139286.1,novel pseudogene,35873270,35873752,41.61
ENSG00000271914,AL139286.2,novel transcript,35929720,35930115,31.82
ENSG00000126070,AGO3,argonaute 3, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:18421],35930718,36072500,38.75
ENSG00000271554,AL138787.2,novel transcript, antisense to EIF2C3,35992109,36013630,37.80
ENSG00000232862,AL138787.1,implantation-associated protein (DKFZp564K142) pseudogene,36080066,36084026,46.02
ENSG00000092850,TEKT2,tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725],36084075,36088275,58.32
ENSG00000116863,ADPRHL2,ADP-ribosylhydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:21304],36088875,36093932,55.16
ENSG00000171812,COL8A2,collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216],36095236,36125220,55.63
ENSG00000054116,TRAPPC3,trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942],36136570,36156053,49.80
ENSG00000116871,MAP7D1,MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514],36155579,36180849,54.66
ENSG00000264592,RN7SL131P,RNA, 7SL, cytoplasmic 131, pseudogene [Source:HGNC Symbol;Acc:HGNC:46147],36191915,36192170,57.03
ENSG00000054118,THRAP3,thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964],36224416,36305357,43.72
ENSG00000231849,UBE2V2P4,ubiquitin conjugating enzyme E2 V2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44892],36241898,36242156,35.52
ENSG00000214193,SH3D21,SH3 domain containing 21 [Source:HGNC Symbol;Acc:HGNC:26236],36306387,36324886,54.09
ENSG00000142694,EVA1B,eva-1 homolog B [Source:HGNC Symbol;Acc:HGNC:25558],36322031,36324154,70.20
ENSG00000116883,AL591845.1,novel transcript, antisense to EVA1B,36323734,36329221,52.86
ENSG00000196182,STK40,serine/threonine kinase 40 [Source:HGNC Symbol;Acc:HGNC:21373],36339624,36385896,52.28
ENSG00000181817,LSM10,LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562],36391238,36397892,50.65
ENSG00000222821,RNU4-27P,RNA, U4 small nuclear 27, pseudogene [Source:HGNC Symbol;Acc:HGNC:46963],36402721,36402859,40.29
ENSG00000116885,OSCP1,organic solute carrier partner 1 [Source:HGNC Symbol;Acc:HGNC:29971],36415827,36450451,45.44
ENSG00000201448,SNORA63C,small nucleolar RNA, H/ACA box 63C [Source:HGNC Symbol;Acc:HGNC:52210],36418450,36418578,40.31
ENSG00000116898,MRPS15,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504],36455718,36464437,49.28
ENSG00000119535,CSF3R,colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439],36466043,36483278,53.16
ENSG00000230214,FTLP18,ferritin light chain pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:37968],36630335,36630857,52.39
ENSG00000284705,AL596257.1,novel transcript,36703953,36710582,52.62
ENSG00000284720,AC117945.2,novel transcript,36768122,36769725,50.50
ENSG00000234481,AC117945.1,novel transcript,36773140,36775768,48.73
ENSG00000163873,GRIK3,glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581],36795527,37034129,49.57
ENSG00000284650,AL031430.1,novel transcript,37133489,37136146,49.13
ENSG00000264698,MIR4255,microRNA 4255 [Source:HGNC Symbol;Acc:HGNC:38187],37161563,37161634,47.22
ENSG00000207328,RNU6-636P,RNA, U6 small nuclear 636, pseudogene [Source:HGNC Symbol;Acc:HGNC:47599],37203610,37203716,35.51
ENSG00000223944,AL353604.1,novel transcript,37262739,37325100,49.63
ENSG00000252368,RNA5SP43,RNA, 5S ribosomal pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:42819],37264677,37264786,46.36
ENSG00000230451,RPS29P6,ribosomal protein S29 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35718],37330852,37330996,52.41
ENSG00000233621,LINC01137,long intergenic non-protein coding RNA 1137 [Source:HGNC Symbol;Acc:HGNC:49453],37454879,37474411,46.75
ENSG00000163874,ZC3H12A,zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259],37474552,37484379,59.32
ENSG00000283724,MIR6732,microRNA 6732 [Source:HGNC Symbol;Acc:HGNC:50066],37480230,37480289,66.67
ENSG00000163875,MEAF6,MYST/Esa1 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:25674],37492575,37514774,42.74
ENSG00000263675,MIR5581,microRNA 5581 [Source:HGNC Symbol;Acc:HGNC:43527],37500935,37500994,48.33
ENSG00000163877,SNIP1,Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587],37534449,37554344,43.23
ENSG00000232273,FTH1P1,ferritin heavy chain 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3979],37544763,37545294,48.68
ENSG00000237749,AL034379.1,ribosomal protein S27 (metallopanstimulin 1) (RPS27) pseudogene,37556247,37556499,49.80
ENSG00000163879,DNALI1,dynein axonemal light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353],37556919,37566857,49.25
ENSG00000134697,GNL2,G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925],37566816,37595935,42.77
ENSG00000284748,AL513220.1,novel transcript,37596126,37607336,46.56
ENSG00000169218,RSPO1,R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679],37611350,37634923,52.59
ENSG00000116922,C1orf109,chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039],37681570,37692249,48.39
ENSG00000134690,CDCA8,cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629],37692418,37709719,45.82
ENSG00000183317,EPHA10,EPH receptor A10 [Source:HGNC Symbol;Acc:HGNC:19987],37713880,37765133,50.36
ENSG00000200421,RF00019,,37737955,37738054,41.00
ENSG00000214141,ACTN4P2,actinin alpha 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44032],37776670,37779418,51.00
ENSG00000227416,AL929472.1,novel pseudogene,37782457,37782885,54.08
ENSG00000185090,MANEAL,mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452],37793802,37801137,54.73
ENSG00000233728,AL929472.3,novel transcript,37799720,37800879,54.91
ENSG00000196449,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:28905],37802944,37808185,49.48
ENSG00000197982,C1orf122,chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:HGNC:24789],37806979,37809454,63.25
ENSG00000188786,MTF1,metal regulatory transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7428],37809567,37859620,43.61
ENSG00000235673,AL929472.4,ribosomal protein S2 (RPS2) pseudogene,37840986,37841676,55.57
ENSG00000230955,AL929472.2,novel transcript,37860697,37861580,47.51
ENSG00000204084,INPP5B,inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077],37860697,37947057,46.64
ENSG00000252448,RF00092,,37884237,37884317,37.04
ENSG00000222282,RNU6-584P,RNA, U6 small nuclear 584, pseudogene [Source:HGNC Symbol;Acc:HGNC:47547],37885023,37885117,34.74
ENSG00000277168,RF00017,,37953508,37953780,58.24
ENSG00000183431,SF3A3,splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767],37956975,37990921,44.59
ENSG00000212541,RNU6-510P,RNA, U6 small nuclear 510, pseudogene [Source:HGNC Symbol;Acc:HGNC:47473],37991462,37991569,37.96
